id,question,ollama,openai,match
1852,What is the recommended setup for configuring the role of a device in PfRv3?,SECURITY,ROUTING,False
1853,How do you enable the PfRv3 border-master controller on the branch-border router?,SECURITY,ROUTING,False
1854,What command can you use to configure a VRF (Virtual Routing and Forwarding) on a Cisco device?,ROUTING,ROUTING,True
1855,How do you configure the loopback interface on a Cisco device?,GENERAL,ROUTING,False
1856,How would you configure the IP address for an interface on the hub-master controller?,GENERAL,CONNECTIVITY,False
1857,How do you configure the enterprise prefix for the Hub Master Controller?,GENERAL,CONNECTIVITY,False
1858,What configuration command should be used to define the static site-prefix for the local site and disable automatic site-prefix learning on the border router for hub and transit sites?,ROUTING,ROUTING,True
1859,How do you display the status of a master controller?,MONITORING,MONITORING,True
1860,"How do you configure PfRv3 on the hub-border router with the source interface, IP address of the hub-master controller, and the path name on external interfaces?",ROUTING,ROUTING,True
1861,What is the recommended protocol version to use when configuring a Hub Border Router?,GENERAL,ROUTING,False
1862,What is the correct configuration command to set up a device as a hub-master controller at the hub site?,GENERAL,CONNECTIVITY,False
1863,What is the command used to configure load balancing for traffic in the default class?,QOS,QOS,True
1864,How do you configure the loopback used as a source for peering with other sites or master controller?,ROUTING,ROUTING,True
1865,How can you configure a branch border router to register with the local master controller?,ROUTING,ROUTING,True
1866,How do you configure the loopback address used as a source for peering with other sites or the master controller in the device's configuration mode?,ROUTING,ROUTING,True
1867,How do you enable privileged EXEC mode and configure an IP address for an interface on the branch master controller?,GENERAL,CONNECTIVITY,False
1868,How do you configure the loopback interface as a source for peering with other sites or master controller?,ROUTING,ROUTING,True
1869,What is the default policy behavior for a class in Cisco IOS when DSCP-based or application-based policies are configured?,QOS,QOS,True
1870,What is the configuration that enables load balancing for default-class traffic among all external interfaces in the hub master controller?,ROUTING,ROUTING,True
1871,"Is EIGRP SAF automatically configured on the hub-master controller, and what is the EIGRP SAF peering status between the hub and branch sites?",ROUTING,ROUTING,True
1872,How can we load balance traffic between multiple border routers connected to the branch-master controller and display information about external interfaces connected to path names?,ROUTING,ROUTING,True
1873,What is the command to display the status information of the branch-border routers?,MONITORING,MONITORING,True
1874,"How can we determine the IP address of the local-master controller and its connection status with the master controller, as well as get information about external WAN tunnel interfaces connected to the branch-master controller?",MONITORING,MONITORING,True
1875,How can we activate the egress policy Pfrv3-Policy-Egress-0-3 for Tunnel200 and Tunnel100?,SECURITY,ROUTING,False
1876,What is the hold time for this MPLS Service Provider?,ROUTING,ROUTING,True
1877,What are the details of the INET master channel with Channel ID 25?,MONITORING,MONITORING,True
1878,What are the process ID values for sending and receiving data at the Border site exporter?,MONITORING,MONITORING,True
1879,What is the command to enable Performance Routing (PFRv3) on a Cisco router?,ROUTING,ROUTING,True
1880,What is the recommended configuration for the Hub Master Controller to support the PfRv3 topology?,ROUTING,ROUTING,True
1881,How do you configure IP prefix-lists for DATA_CENTER_1 and ENTERPRISE networks?,ROUTING,ROUTING,True
1882,What is the command to enable Performance Routing Version 3 (PFRv3) on a Cisco router?,ROUTING,ROUTING,True
1883,What is the configuration for the tunnel interface Tunnel100 on R10?,GENERAL,CONNECTIVITY,False
1884,How can you configure another tunnel path from R11 with specified parameters?,CONNECTIVITY,ROUTING,False
1885,"How do you configure R12 as the branch master controller (R12) with a VRF named ""default"" and another VRF named ""master branch"", and set up a tunnel interface to connect to the rest of the network?",ROUTING,ROUTING,True
1886,"How do you configure IP address, subnet mask, MTU size, NHRP authentication, map entry, multicast support, network ID, hold time, NHS entry, TCP MSS adjustment, load interval, and delay for an interface on a Cisco router?",ROUTING,ROUTING,True
1887,What is the loopback IP address of the Hub instance with performance routing enabled?,ROUTING,ROUTING,True
1888,What command can be used to enable Performance Routing Version 3 with a minimum mask length of 28?,ROUTING,ROUTING,True
1889,How do you enable EIGRP for IPv4 with an autonomous system number of 59501 and configure the hello-interval and hold-time?,ROUTING,ROUTING,True
1890,What is the DSCP policy for VIDEO traffic with sequence number 20?,QOS,QOS,True
1891,What is the threshold value set for traffic classification in this policy?,QOS,QOS,True
1892,What is the configuration for the FTP and TFTP sources on the system?,GENERAL,CONNECTIVITY,False
1893,What is the IP address and subnet mask of the Loopback interface?,GENERAL,CONNECTIVITY,False
1894,What is the NTP configuration used in this control plane?,MONITORING,MONITORING,True
1895,What is the authentication method used in the Multilink Bundle-Name authenticated VPN setup?,SECURITY,SECURITY,True
1896,What are the key parameters used to configure the tunnel interface for a DMVPN deployment?,ROUTING,ROUTING,True
1897,What is the correct command to configure the IP address and speed settings for the GigabitEthernet6 interface?,CONNECTIVITY,CONNECTIVITY,True
1898,What is the configuration for redistributing internal EIGRP routes into BGP?,ROUTING,ROUTING,True
1899,What type of route map is used to control the flow of IP packets in this configuration?,ROUTING,ROUTING,True
1900,What is the configuration for replay protection in the IPSec setup?,SECURITY,SECURITY,True
1901,How can we configure the IP address and speed settings for GigabitEthernet interfaces?,CONNECTIVITY,CONNECTIVITY,True
1902,What is the EIGRP metric used for redistributing BGP routes into EIGRP autonomous system 100?,ROUTING,ROUTING,True
1903,"What is the command to configure an FTP server with username ""mgcusr"" and password ""mgcusr""?",SECURITY,GENERAL,False
1904,How can we modify the Maximum Segment Size (MSS) value for IP TCP packets?,QOS,ROUTING,False
1905,"What is the OSPF network statement configuration for router 10.2.10.10 to advertise networks 172.16.102.0/24, 101.7.7.0/24, and 172.16.101.0/24 under area 0?",ROUTING,ROUTING,True
1906,What are the IPsec profile configurations for DMVPN on a Cisco device?,SECURITY,SECURITY,True
1907,What is the NHRP map for Tunnel100 and what is the next hop IP address?,ROUTING,ROUTING,True
1908,What is the encapsulation mode used for GigabitEthernet5.200 subinterface?,GENERAL,CONNECTIVITY,False
1909,"How can you upgrade all branch sites, hub, and transit sites to enable transit site support with the latest Cisco IOS image?",GENERAL,ROUTING,False
1910,What is the necessary configuration required at the hub site to ensure that the branch site can still communicate with the master-hub controller even if one of the hub-border routers fails?,ROUTING,ROUTING,True
1911,How can we configure the default domain for transit hub configuration?,GENERAL,CONNECTIVITY,False
1912,How can you configure static site prefix lists for hub and transit sites in Cisco IOS?,ROUTING,ROUTING,True
1913,What is the configuration command to configure a hub-border router for transit site support in a Cisco network?,ROUTING,ROUTING,True
1914,How can we configure the loopback used as a source for peering with other sites or master controller?,ROUTING,ROUTING,True
1915,How do you exit the VRF configuration mode and enter global configuration mode?,GENERAL,ROUTING,False
1916,How can we assign a unique path-id for each path in a domain on DMVPN tunnel interfaces?,ROUTING,ROUTING,True
1917,What is the command to configure the device as a hub-master controller in Data Center 1 (DC1)?,GENERAL,GENERAL,True
1918,How do you configure domain policies on a hub master controller for load balancing and classifying traffic based on DSCP values?,QOS,QOS,True
1919,What is the configuration command to set the priority with one-way delay for a specific priority level in a network device?,QOS,QOS,True
1920,How do you configure hub border routers on DC1 (R84) to enable BR84 as a border router?,ROUTING,ROUTING,True
1921,How can I configure a DMVPN tunnel from BR84 to DMVPN1 (MPLS) using NHRP and multipoint GRE encapsulation?,ROUTING,ROUTING,True
1922,How do you configure the device as a border router (BR85) with a Loopback0 interface and domain settings for Performance Routing Version 3?,ROUTING,ROUTING,True
1923,How to configure the GRE multipoint mode tunnel from BR84 to DMVPN2 (INET) with a key of 200?,ROUTING,ROUTING,True
1924,"What is the correct configuration to set the device as transit-hub master controller and border router (BR94), and what are the IP addresses for Loopback0 interface?",ROUTING,ROUTING,True
1925,What is the Cisco IOS command to configure a tunnel from BR94 to DMVPN1 with specific settings?,ROUTING,CONNECTIVITY,False
1926,What are the necessary steps to configure BR95 as a border router with VRF 'default' and establish a tunnel to DMVPN2 (INET)Link?,ROUTING,ROUTING,True
1927,How can we configure PfRv3 Transit Site Support for a domain with a specific path ID of 40?,ROUTING,ROUTING,True
1928,What commands are required to configure an interface for use in a GRE Multipoint Tunnel as part of an IWAN-TRANSPORT-2 VRF with a tunnel key of 200?,ROUTING,ROUTING,True
1929,How to configure the interface and tunnel path on R11 with specific settings for NHRP authentication and IP MTU?,ROUTING,ROUTING,True
1930,How can you configure the tunnel interface and tunnel path from R12 to meet the given requirements?,CONNECTIVITY,ROUTING,False
1931,How do you configure the tunnel interface and path from R13 as a border router with R12 as the master controller (R13)?,ROUTING,ROUTING,True
1932,How do I configure PfRv3 transit site support on my Cisco router?,ROUTING,ROUTING,True
1933,What is the desired level of load balancing variance in this configuration?,GENERAL,ROUTING,False
1934,"What is the Channel ID configured for the MPLS channel, and what are its operational states?",ROUTING,MONITORING,False
1935,What are the load percentage thresholds for this configuration?,MONITORING,MONITORING,True
1936,How can we ensure that Site IDs are unique for each site?,GENERAL,GENERAL,True
1937,What are the site capability configurations for path-id 10.9.3.3 and path-id 10.8.3.3?,ROUTING,CONNECTIVITY,False
1938,What command do you need to enter to enable the Performance Routing v3 (PfRv3) Zero SLA Support feature?,ROUTING,ROUTING,True
1939,How can we configure the Zero SLA feature to meet the SLA support for Performance Routing v3?,QOS,ROUTING,False
1940,What is the Cisco IOS XE software requirement for ensuring Zero SLA in a network?,GENERAL,GENERAL,True
1941,How do you configure an internet-bound interface with specific attributes for Internet Service Providers (ISPs) using Cisco IOS XE?,CONNECTIVITY,CONNECTIVITY,True
1942,How can we reduce the probing frequency on all channels using Zero-SLA in our Cisco ASR 1002-X router?,QOS,MONITORING,False
1943,How do you configure the Loopback0 interface on the hub master controller?,GENERAL,CONNECTIVITY,False
1944,How can we configure the tunnel from BR1 to DMVPN1 (MPLS) Link and set up Zero-SLA on BR1 to DMVPN1 (MPLS) Link?,ROUTING,CONNECTIVITY,False
1945,What are the IP NHRP authentication and registration timeout settings for the tunnel interface?,SECURITY,ROUTING,False
1946,What is the command to configure another tunnel path from R10?,ROUTING,ROUTING,True
1947,How do you configure the tunnel interface and tunnel path from R11?,CONNECTIVITY,ROUTING,False
1948,How can I configure another tunnel path from R11 for a multipoint GRE tunnel?,ROUTING,ROUTING,True
1949,"What is the purpose of designating a service provider as a path of last resort in traffic routing, and how can we configure it to ensure optimal performance?",ROUTING,ROUTING,True
1950,How do we adjust the smart probe frequency to conserve bandwidth?,MONITORING,MONITORING,True
1951,How do you configure the Path of Last Resort (POLR) on a Cisco device?,ROUTING,ROUTING,True
1952,How can we display the master status of the hub border routers?,MONITORING,MONITORING,True
1953,What is the current status of the border and connection with the master device?,CONNECTIVITY,MONITORING,False
1954,How can we increase the timeout interval to prevent excessive switching between primary and secondary paths in PfRv3?,SECURITY,ROUTING,False
1955,How do you configure the PfRv3 Fallback Timer?,ROUTING,ROUTING,True
1956,How can we globally disable the fallback timer in a Cisco network?,GENERAL,ROUTING,False
1957,How can I reduce traffic probes on channels that do not carry any traffic using the PfRv3 Probe Reduction feature?,MONITORING,ROUTING,False
1958,What command can you use to configure the device as a master hub?,GENERAL,CONNECTIVITY,False
1959,"How do you verify the Smart-Probe configuration for the default domain with VRF ""green"" in master mode?",MONITORING,MONITORING,True
1960,What are the Smart Probe Burst settings in Master Hub?,MONITORING,MONITORING,True
1961,What command is used to configure the device as a master hub and enter master controller configuration mode?,GENERAL,GENERAL,True
1962,What is the correct command to configure the remote bandwidth percentage after configuring PfRv3 Intelligent Load Balance in Cisco IOS?,QOS,ROUTING,False
1963,How do you configure three service providers per VRF for traffic classes in Cisco IOS?,ROUTING,QOS,False
1964,"What is the correct configuration to ensure unique service providers for each service on the master hub, specifying the order?",CONNECTIVITY,ROUTING,False
1965,What is the configuration for the fallback service provider when it becomes unavailable?,ROUTING,CONNECTIVITY,False
1966,How can we enable PfRv3 Remote Prefix Tracking feature to learn the prefix of a remote device from the Routing Information Base (RIB) table in Cisco IOS?,ROUTING,ROUTING,True
1967,How can you configure WAN interfaces on a border router in a branch?,CONNECTIVITY,ROUTING,False
1968,How can we establish VPN tunnels for both LAN and WAN connectivity?,CONNECTIVITY,SECURITY,False
1969,What is displayed by the PfRv3 master controller when configuring Remote Prefix Tracking?,SECURITY,ROUTING,False
1970,What is the configuration for site-to-site VPN (S2S) prefix splitting on an ASA device?,SECURITY,SECURITY,True
1971,How can we configure the PfRv3 Probe Reduction feature to optimize the performance of our network?,MONITORING,ROUTING,False
1972,What are the probing parameters configured for the regular interface (Branch 1 Router) and LTE interface (Branch 2 Router)?,MONITORING,MONITORING,True
1973,What is the command to configure an unreachable interval for a specific type of event in Cisco IOS?,MONITORING,MONITORING,True
1974,What is the recommended configuration for using PfRv3 Inter-DC Optimization at hub sites?,ROUTING,ROUTING,True
1975,How can we ensure that local LAN prefixes on each hub site (all borders) point to LAN interfaces instead of DCI or WAN interfaces?,ROUTING,ROUTING,True
1976,How can we enable the IDC feature on both peer masters and use the same overlay routing protocol for all WAN and DCI tunnels?,ROUTING,ROUTING,True
1977,How can we enable PfRv3 Inter-DC Optimization feature in domain master controller advanced mode for all hubs and transit hub masters?,ROUTING,ROUTING,True
1978,How do you configure Inter-DC on Transit Hub to specify IDC Local Policy?,ROUTING,CONNECTIVITY,False
1979,How can we configure the Inter-DC feature on a Transit Hub router to optimize packet transmission?,ROUTING,ROUTING,True
1980,How does the load balancing configuration affect traffic routing?,ROUTING,ROUTING,True
1981,How can you configure the properties of Tunnel155 to connect it with other tunnels?,CONNECTIVITY,CONNECTIVITY,True
1982,How can we enable Direct Cloud Access IWAN 2.3 feature to provide the best application experience for SaaS applications like Office 365 and Google services while reducing costs?,CONNECTIVITY,ROUTING,False
1983,"How can I enable NAT on a router that has DCA enabled or other devices in the path, while also configuring a firewall to control traffic?",SECURITY,SECURITY,True
1984,How do I implement direct cloud access (DCA) on Cisco IWAN networks for trusted SaaS traffic while optimizing path selection based on performance?,ROUTING,ROUTING,True
1985,"How can we achieve DCA (Direct Connect to Office365) functionality in our network by classifying cloud applications based on DNS, intercepting DNS traffic, making decisions, and routing data traffic accordingly?",CONNECTIVITY,ROUTING,False
1986,How can we configure the direct access interfaces to achieve location proximity for better application performance with a SaaS server?,CONNECTIVITY,CONNECTIVITY,True
1987,How can we configure the master controller of each branch router to map an application domain to a specific URL and Differentiated Services Code Point (DSCP) for IPSLA to measure SaaS application performance using right domain and DSCP?,QOS,MONITORING,False
1988,How do you configure an Ethernet interface as the direct access interface for Direct Cloud Access in the SaaS-DCA environment?,CONNECTIVITY,CONNECTIVITY,True
1989,What is the PfR policy configuration for SaaS application on Hub Master Controller?,SECURITY,ROUTING,False
1990,How can we configure a DNS resolver for all DCA branches using the hub master controller?,GENERAL,CONNECTIVITY,False
1991, What is the interval set for HTTP Ping Probe in Cisco dca-probe-http-interval configuration?,MONITORING,MONITORING,True
1992,How do I verify the Direct Cloud Access (DCA) configuration for a specific domain on my Cisco device?,MONITORING,MONITORING,True
1993,How can we configure the application SaaS to connect to the Servicenow domain?,CONNECTIVITY,CONNECTIVITY,True
1994,What is the correct configuration to assign the DCA (Default Case Aggregation) to a WAN interface?,ROUTING,QOS,False
1995,What is the configuration of the WAN interface required to meet the network requirement?,CONNECTIVITY,CONNECTIVITY,True
1996,How do I configure the Cisco Umbrella Connector on the branch for OpenDNS validation?,SECURITY,SECURITY,True
1997,How can we configure Cisco OpenDNS to prevent DNS queries to our local domain from being redirected to OpenDNS by default?,SECURITY,SECURITY,True
1998,What is the recommended configuration for PfRv3 to collect traffic metrics?,MONITORING,MONITORING,True
1999,How can I configure channel-based metrics measurement in Cisco IOS XE Gibraltar 16.11.1 or later?,MONITORING,MONITORING,True
2000,How can we measure channel-based metrics for improved accuracy in performance monitoring and intelligent path selection?,MONITORING,MONITORING,True
2001,"How can we effectively reduce false TCA occurrences in our network, while also ensuring that the required number of samples is met?",MONITORING,MONITORING,True
2002,How can I configure channel-based metrics measurement on a Cisco IOS XE Gibraltar network device?,MONITORING,MONITORING,True
2003,How can you enable channel-based measurement with a specific sampling packet size and rate on a Cisco device?,MONITORING,MONITORING,True
2004,What is the maximum number of entries that can be adjusted in PfRv3 event trace without exceeding the available memory?,SECURITY,MONITORING,False
2005,How can I use the Event Trace for PFRv3 feature to analyze the cause of a device failure?,MONITORING,MONITORING,True
2006,How can I configure WAN interfaces for Tunnel1 and Tunnel3?,CONNECTIVITY,CONNECTIVITY,True
2007,How can I configure the external IDC channels on a Cisco device with specific settings?,GENERAL,CONNECTIVITY,False
2008,How can we monitor the event trace for PfRv3 policy decision points (PDP) in our Cisco router?,MONITORING,MONITORING,True
2009,How can you delete React from a class in Cisco IOS?,GENERAL,QOS,False
2010,How can we update the SAF peering site prefix to include the new prefixes?,ROUTING,ROUTING,True
2011,How can we configure prefix updates for multiple IP addresses from a specific source address in Cisco IOS?,ROUTING,ROUTING,True
2012,How do you update the SAF peering site prefix for Capability and site-prefix?,ROUTING,ROUTING,True
2013,What is the origin IP address of the sub-service capability?,MONITORING,MONITORING,True
2014,How can you configure Zero SLA on the tunnel interface for an ISP path and IP address for the hub?,SECURITY,ROUTING,False
2015,How can we display the status of the border routers configured at the hub site?,MONITORING,MONITORING,True
2016,How do I configure cut-and-paste certificate enrollment on my Cisco device?,SECURITY,SECURITY,True
2017,How can we configure the Cisco Certificate Server to send alerts when PKI credentials expire?,SECURITY,SECURITY,True
2018,What is an optional component in a Public Key Infrastructure (PKI) that offloads Certificate Authorities (CAs) by processing enrollment requests?,SECURITY,SECURITY,True
2019,How can we establish an encrypted session with another peer's public key contained in their certificate?,SECURITY,SECURITY,True
2020,What is the recommended modulus size for generating a secure RSA key in Cisco IOS?,SECURITY,SECURITY,True
2021,What is the recommended configuration for supporting multiple CAs in our PKI infrastructure?,SECURITY,SECURITY,True
2022,How do you configure a Cisco router to implement different policies for certificate requests from two Certificate Authorities (CAs) in the same hierarchy?,SECURITY,SECURITY,True
2023,What is the configuration required to enable Certificate Enrollment Via Secure Device Provisioning (SDP) for PKI deployment between a Cisco IOS XE client and a Cisco IOS certificate server?,SECURITY,SECURITY,True
2024,How do I generate a self-signed CA certificate in the Public Key Infrastructure (PKI) and begin peer enrollment?,SECURITY,SECURITY,True
2025,What is the recommended approach for configuring RSA keypair names when renewing certificates with the regenerate option?,SECURITY,SECURITY,True
2026,How can I manage multiple RSA key pairs in Cisco IOS software?,SECURITY,SECURITY,True
2027,"What steps can I take to replace a failed router without regenerating keys or reenrolling with the Certificate Authority (CA), while maintaining the existing RSA key pair for management stations using SSH?",SECURITY,SECURITY,True
2028,How do I convert an exportable RSA key pair into a non-exportable key pair in Cisco IOS?,SECURITY,SECURITY,True
2029,How can we generate an RSA key pair with a modulus size of 2048 bits for the certificate server using Cisco's crypto key generate rsa command?,SECURITY,SECURITY,True
2030,How do I generate an RSA key pair for creating a trustpoint in Cisco IOS?,SECURITY,SECURITY,True
2031,"How do I regenerate the command to create or modify an RSA key pair with ""fancy-keys"" in Cisco router, ensuring that the keypair name does not start from zero ('0')?",SECURITY,SECURITY,True
2032,"How do you configure self-signed enrollment for a trustpoint with separate encryption, signature keys, and certificates in Cisco IOS?",SECURITY,SECURITY,True
2033,What is the necessary configuration command to enable self-signed enrollment in the trustpoint policy for CA-trustpoint?,SECURITY,SECURITY,True
2034,What is the signature algorithm used in this CA (Certificate Authority) configuration?,SECURITY,SECURITY,True
2035,"How do I generate an RSA key pair and mark it ""exportable"" after upgrading Cisco IOS software to transfer security credentials between devices?",SECURITY,SECURITY,True
2036,How can we export an RSA key pair in PEM-formatted files from Cisco IOS?,SECURITY,SECURITY,True
2037,How do I import certificates and an RSA key pair to a trustpoint from PEM-formatted files in Cisco IOS?,SECURITY,SECURITY,True
2038,How can we protect the private RSA key stored in NVRAM from being accessed by unauthorized individuals?,SECURITY,SECURITY,True
2039,How can we lock an RSA encrypted private key on a running router to enhance security?,SECURITY,SECURITY,True
2040,How do you enter global configuration mode to configure encryption key settings?,SECURITY,SECURITY,True
2041,How can I remove all RSA keys or the specified RSA key pair generated by my router?,SECURITY,SECURITY,True
2042,"How can I generate an RSA key pair ""mynewkp"" on Router A, create a trustpoint name ""mynewtp"", export the trustpoint to a TFTP server, and import it on Router B?",SECURITY,SECURITY,True
2043,How do you archive the key pair to a remote location in Cisco IOS?,GENERAL,SECURITY,False
2044,How do you include PEM boundaries before and after base64-encoded data for use in SSL and SSH applications?,SECURITY,SECURITY,True
2045,How can we configure the router to securely communicate with a certificate authority (CA) for enrollment and management of certificates?,SECURITY,SECURITY,True
2046,How can you import RSA key pairs and certificate from PEM files using TFTP to a Cisco device?,SECURITY,SECURITY,True
2047,How do you encrypt an RSA key with a specific name and passphrase on a Cisco router?,SECURITY,SECURITY,True
2048,How can you transfer security credentials between devices in your network?,SECURITY,SECURITY,True
2049,How can we encrypt and lock RSA private keys on a Cisco IOS router to prevent unauthorized use?,SECURITY,SECURITY,True
2050,What is the first step in planning and configuring the PKI strategy for peer devices?,SECURITY,SECURITY,True
2051,Can TACACS support authorization without requiring authentication?,SECURITY,SECURITY,True
2052,How will the certificate name be used in Cisco IOS configuration?,SECURITY,SECURITY,True
2053,How do you artificially extend the lifetime of a certificate in Cisco IOS configuration using the cert-lifetime-end AV pair?,SECURITY,SECURITY,True
2054,How can we enable Certificate Status Protocol (OCSP) and AAA integration support for certificate checking in our Cisco router?,SECURITY,SECURITY,True
2055,How does Cisco IOS manage Certificate Revocation Lists (CRLs) for trustpoints and certificate verification using Certificate Distribution Points (CDPs)?,SECURITY,SECURITY,True
2056,How do I change the default Certificate Revocation List (CRL) lifetime value in my Cisco device?,SECURITY,SECURITY,True
2057,What type of identifier is required for OCSP request and response validation?,SECURITY,SECURITY,True
2058,"How can we improve the performance of real-time certificate revocation status checks in our network, which involves handling a large number of revoked certificates?",SECURITY,SECURITY,True
2059,What is the recommended configuration for direct communication between spokes in a Cisco VPN setup?,SECURITY,CONNECTIVITY,False
2060,How can we implement the `authorization-check` keyword after configuring Public Key Infrastructure (PKI) integration with an AAA server?,SECURITY,SECURITY,True
2061,"How can we ensure that the AAA server is contacted after an IPSec connection is established, and its certificate is valid for communication?",SECURITY,SECURITY,True
2062,"What is the default behavior of a Cisco router when processing a certificate chain for reauthentication, extension, and completion of trusted certificate chains?",SECURITY,SECURITY,True
2063,Can the Cisco IOS trustpoint hierarchy be completed with certificates sent by a peer if there is a gap in the configured hierarchy?,SECURITY,SECURITY,True
2064,"How do you configure your CA server to handle FQDN, serial number, and IP address in certificate requests and issued certificates, while controlling the inclusion of these components and managing the order of relative distinguished names (RDNs) in the subject name?",SECURITY,SECURITY,True
2065,How can you configure an AAA server to use the full distinguished name (DN) as the corresponding username in Cisco IOS software?,SECURITY,SECURITY,True
2066,How can we configure the enrollment URL and PEM file for a Cisco router to enable automatic enrollment in a Certificate Authority?,SECURITY,SECURITY,True
2067,How can we configure the Cisco Router to check the status of PKI certificates using a Certificate Revocation List (CRL) as the certificate revocation mechanism?,SECURITY,SECURITY,True
2068,How can I specify the method for ensuring peer certificates are not revoked in my Cisco router configuration?,SECURITY,SECURITY,True
2069,How do I configure an OCSP (Online Certificate Status Protocol) server to return the revocation status for a CA (Certificate Authority) server?,SECURITY,SECURITY,True
2070,How can we configure an OCSP (Online Certificate Status Protocol) server to be accessible through HTTP and introduce a time delay due to normal CRL processing?,SECURITY,SECURITY,True
2071,How do I configure my Cisco router to check the revocation status of a certificate using OCSP or CRL methods and optionally disable nonce?,SECURITY,SECURITY,True
2072,How can we configure our router to use certificate-based ACLs to ignore revocation checks and expired certificates?,SECURITY,SECURITY,True
2073,How can we ensure that a device does not reconnect with a banned certificate?,SECURITY,SECURITY,True
2074,How can we disable revocation checks for a specific certificate?,SECURITY,SECURITY,True
2075,How can we control how Certificate Revocation Lists (CRLs) are cached in our Trustpoint configuration?,SECURITY,SECURITY,True
2076,"How do you configure session control using either a certificate map with the serial-number field or an AAA attribute, considering the given requirements?",SECURITY,SECURITY,True
2077,How can you configure the certificate map to allow expired certificates or skip certain checks in a PKI?,SECURITY,SECURITY,True
2078,How can we associate a certificate-based ACL with a trustpoint in our Cisco router?,SECURITY,SECURITY,True
2079,What is the configuration for the Extended Key Usage (EKU) in our OCSP Signing Certificate?,SECURITY,SECURITY,True
2080,How can you ensure that the key pair is correctly associated with the certificate when configuring a trustpoint in Cisco IOS?,SECURITY,SECURITY,True
2081,"How do you configure certificate chain validation for all certificates, including subordinate CA certificates in Cisco IOS?",SECURITY,SECURITY,True
2082,What is the required configuration step to enable PKI AAA authorization and revocation of certificates for VPN connections?,SECURITY,SECURITY,True
2083,"What is the purpose of the ""TPLUS(00 00 00 42)/0/READ"" command in Cisco IOS?",GENERAL,GENERAL,True
2084,What is the configuration required to ensure that the router is authorized to connect using VPN and check with a Cisco Secure ACS AAA server prior to establishing a VPN connection?,SECURITY,SECURITY,True
2085,What is the value of the AV service for PKI (Public Key Infrastructure) when sending an AV packet from the server with IP address 198.168.244.55?,SECURITY,SECURITY,True
2086,What is the configuration required to enable AAA authorization for list 'ACSLab' and user 'POD5.example.com'?,SECURITY,SECURITY,True
2087,How do you configure the trustpoint for the certificate authority (CA) to disable nonces in communications with the OCSP server?,SECURITY,SECURITY,True
2088,What is the command used to configure the trustpoint on the central-site router that skips revocation-check for SSL VPN connections?,SECURITY,SECURITY,True
2089,What is the trustpoint used to configure certificate revocation checks for the Hub Router at the Central Site?,SECURITY,SECURITY,True
2090,How do you configure the certificate map and trustpoint for VPN-GW on the central site router?,SECURITY,SECURITY,True
2091,"How can you configure a VPN gateway with subject name ""o=Home Office Inc,cn=Central VPN Gateway"" to use Certificate Revocation List (CRL) for revocation checks and remove the match certificate command once the branch router has a new certificate?",SECURITY,SECURITY,True
2092,How can we configure the Certificate Serial Number session control using a certificate map for the CA1 trustpoint?,SECURITY,SECURITY,True
2093,What is the attribute-type value used to reject certificates with a specific serial number in our system?,SECURITY,SECURITY,True
2094,How do you configure the Certificate Chain Validation from Peer to Subordinate CA in Cisco IOS?,SECURITY,SECURITY,True
2095,How can we disable CRL caching or specify the maximum lifetime for which a CRL will be cached in router memory?,SECURITY,SECURITY,True
2096,How can we enable OCSP server validation in our Cisco device configuration?,SECURITY,SECURITY,True
2097,How can I enable OCSP (Online Certificate Status Protocol) instead of CRLs (Certificate Revocation Lists) for checking certificate status in my Cisco device?,SECURITY,SECURITY,True
2098,How does Cisco IOS software handle authorization when presented with a certificate from a peer?,SECURITY,SECURITY,True
2099,How can I enable NTP (Network Time Protocol) on the device for correct functioning of PKI services?,GENERAL,SECURITY,False
2100,What is the first step in configuring PKI support at a Cisco router?,SECURITY,SECURITY,True
2101,What happens to the certificate authentication request if I don't pre-enter the fingerprint during Certificate Enrollment Methods (SCEP) with HTTP communication?,SECURITY,SECURITY,True
2102,How can you import certificates in PKCS12 format and utilize the IOS File System (IFS) for certificate requests and received certificates in a Cisco router running a Release 12.4(2)T or later?,SECURITY,SECURITY,True
2103,How can I enable TFTP file system support within IFS before Cisco IOS Release 12.3(4)T?,GENERAL,CONNECTIVITY,False
2104,How can we enable self-signed certificate usage for future SSL handshakes in our Cisco router without using TFTP or manual cut-and-paste enrollment methods?,SECURITY,SECURITY,True
2105,What is the Cisco IOS command used to enable the Certificate Enrollment for a Public Key Infrastructure (PKI) in a Suite-B supported network?,SECURITY,SECURITY,True
2106,How can we configure the Cisco router to automatically enroll for a certificate from the CA server without operator intervention?,SECURITY,SECURITY,True
2107,How can we automate the client certificate and key rollover process in our CA system?,SECURITY,SECURITY,True
2108,How do I configure auto-enrollment for certificate rollover with an optional renewal percentage parameter in Cisco IOS?,SECURITY,SECURITY,True
2109,What is required for network devices to support automated client certificate and key rollover in our configuration?,SECURITY,SECURITY,True
2110,What is the recommended configuration for certificate and key rollover with SCEP support in our network devices?,SECURITY,SECURITY,True
2111,How do we configure certificate enrollment for a Cisco router to retry the process if it fails?,SECURITY,SECURITY,True
2112,What alternative enrollment method can be configured to support autoenrollment instead of TFTP or manual cut-and-paste?,SECURITY,SECURITY,True
2113,How do you configure Cisco IOS to exclude the inclusion of a serial number in a certificate request?,SECURITY,SECURITY,True
